"id","lectureName","lectureId","department","course","semester","classSize","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","thirteen","fourteen","fifteen","sixteen","seventeen","eighteen","nineteen","content","attendance","session","date_created"
343,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Hydrocarbons ","Ethers","Grignard reagent ","Quiz's should be constant ",,,,,
344,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Carbonyl compounds ","None","None","More time for duration of lectures has to be given ",,,,,
345,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Carbonyl compounds ","None","None","More time for duration of lectures has to be given ",,,,,
346,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","3","4","5","5","5","5","5","5","5","5","5","5","5","5","Practicals ","None ","None ","None ",,,,,
347,"Philip Nortey","5244","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Carbonyl compounds ","None","None","More time for duration of lectures has to be given ",,,,,
348,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Practicals ","None ","None ","None ",,,,,
349,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","3","1","3","3","5","3","5","3","5","1","3","3","Class discussion ","Mechanism of reactions","Punctuality of lecturer","Punctuality and proper time utilization ",,,,,
350,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Physical properties of Aldehydes and ketones","Physical properties of Aldehydes and ketones","Physical properties of Aldehydes and ketones","…..",,,,,
351,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","3","5","5","5","5","5","5","5","5","5","5","Organic chemistry ","Carbonyl compounds ","None","None",,,,,
352,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Alkanes ","Carbonyl compounds ","None ","Pop quizzes ",,,,,
353,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","3","5","5","5","5","5","5","4","Reproductory system ","Urinary system ","None","The number of slides should be minimise ",,,,,
354,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Aldehydes","Ketones","Carboxylic acids ","Explain theory before we come to the lab",,,,,
355,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","4","4","3","5","5","4","4","4","4","5","4","4","5","5","Introduction was quite interesting ","None","Reactions","Detailed explanation to the topics",,,,,
356,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","None","None",,,,,
357,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Ligands ","Alkanes ","Oral quiz ","In person quiz or group oral quiz ",,,,,
358,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","4","4","4","3","5","5","5","4","5","4","4","4","4","4","All","None","None ","None ",,,,,
359,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","None","None",,,,,
360,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None ","Some of the lab works ","some chemical works","I think explanations should be made to details",,,,,
361,"Philip Nortey","5244","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","SN1","SN2","None ","Good in all ",,,,,
362,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","3","3","4","2","4","5","5","4","4","4","5","4","2","4","Hydrocarbons ","Nothing ","Nothing ","Nothing ",,,,,
363,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","3","2","5","5","5","3","3","4","5","4","3","3","benzene","carboxylic acids","carbonyl and carboxylic acid","There should be videos to aid in the explanation of the labs ",,,,,
364,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","3","3","5","5","3","5","5","5","5","5","5","5","5","5","Hydrocarbon ","Reactions of alkene","Reaction of alkene","More explanation ",,,,,
365,"Akua Agyeiwaa Afrane","5188","Agribusiness","CBFW108 Introduction to Agribusiness Management","First Semester","207","4","4","4","5","4","4","4","3","3","4","4","3","3","3","none","none","none","none",,,,,
366,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","4","5","2","5","5","5","5","3","1","4","3","5","3","The willingness of the lecturer to teach","The course content was slightly challenging ","The course content","Please come on time and stay on topic",,,,,
367,"Philip Nortey","5244","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","3","5","5","5","5","5","5","5","5","5","5","His comprehensive slides","Nothing ","Short time","I feel like the 1hour is not enough and he needs more hours to teach ",,,,,
368,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","4","5","5","5","5","5","5","5","5","5","5","She's good at explaining concepts ","Nothing ","Not alot of assignments ","A lot of assignments to help with our continuous assessment ",,,,,
369,"Julia Ansong","5160","Pharmaceutical Sciences","PHAD122 Pharmaceutical Dispensing II (Alpha & Beta)","Second Semester","258","5","5","5","4","5","5","5","5","5","5","5","5","5","5","She's good at explaining concepts ","Nothing ","Not alot of assignments ","A lot of assignments to help with our continuous assessment ",,,,,
370,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Her lectures","Nothing really ","She get angry at the whole class because a few non serious students piss her off affecting the serious ones","She should tone down the pace she lectures ",,,,,
371,"Julia Ansong","5160","Pharmaceutical Sciences","PHAD122 Pharmaceutical Dispensing II (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Her lectures","Nothing really ","She get angry at the whole class because a few non serious students piss her off affecting the serious ones","She should tone down the pace she lectures ",,,,,
372,"Anna Kwarley Quartey","5168","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Her lectures","Nothing really ","Not enough assignments ","Alot of assignments to help with continuous assessment  ",,,,,
373,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","His lectures are always memorable ","Nothing really ","Not enough assignments ","Alot of assignments to help with continuous assessment  ",,,,,
374,"Raymond Tetteh","5190","Pharmacy Practice","PHAD580 Experiential Pharmacy Practice (Community Pharmacy) Alpha & Beta","Second Semester","125","5","5","5","5","5","5","5","5","5","5","5","5","5","5","His lectures are always memorable ","Nothing really ","Not enough assignments ","Alot of assignments to help with continuous assessment  ",,,,,
375,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","His lectures are always memorable ","Nothing really ","Not enough assignments ","Alot of assignments to help with continuous assessment  ",,,,,
376,"Prince Nartey-Addy Amoyaw","5217","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","4","1","3","3","3","2","3","2","3","2","1","5","5","5","None ","None ","None ","None ",,,,,
377,"Akua Agyeiwaa Afrane","5188","Agribusiness","CBFW108 Introduction to Agribusiness Management","Second Semester","207","5","5","4","5","4","5","4","4","2","5","5","4","4","4","Production sector ","Agro-processing sector ","Value chain ","More explanation and group press ",,,,,
378,"Akua Agyeiwaa Afrane","5188","Agribusiness","CBFW108 Introduction to Agribusiness Management","Second Semester","207","5","5","4","5","4","5","4","4","2","5","5","4","4","4","Production sector ","Agro-processing sector ","Value chain ","More explanation and group press ",,,,,
379,"Saviour Adjenti","5435","PA Dept.","PHAS124 Human Anatomy II (Theory & Practical)","First Semester","120","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Almost all aspects ","Practical aspects","None ","Practical trips should be organized and basic practical stuff should be provided ",,,,,
380,"Akua Frema Barfour","5191","N/A","N/A","Second Semester","N/A","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Fruits, seeds, stems and barks","Microscopy ","None","None",,,,,
381,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None ","None","None ",,,,,
382,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Reproduction ","None ","All is good ",,,,,
383,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Reproduction ","None ","All is good ",,,,,
384,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Reproduction ","None ","All is good ",,,,,
385,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Reproduction ","None ","All is good ",,,,,
386,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Reproduction ","None ","All is good ",,,,,
387,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","None","None",,,,,
388,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None","None ","Nothing","Nothing ",,,,,
389,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Slides were detailed and made revision easier","No aspect","No aspect ","No aspect ",,,,,
390,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproductive system ","Urinary system ","Urinary system ","Slow down ",,,,,
391,"Kwabena Oteng-Boahen","5254","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Tissues ","None ","More assignments to take home ",,,,,
392,"Kwabena Oteng-Boahen","5254","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Tissues ","None ","More assignments to take home ",,,,,
393,"Kwabena Oteng-Boahen","5254","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Tissues ","None ","More assignments to take home ",,,,,
394,"Kwabena Oteng-Boahen","5254","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Tissues ","None ","More assignments to take home ",,,,,
395,"Kwabena Oteng-Boahen","5254","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Tissues ","None ","More assignments to take home ",,,,,
396,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","4","5","4","5","5","Slides are informative ","There wasn't enough time for class interaction. More time will be appreciated ","Nothing ","More time for discussion ",,,,,
397,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Explanation of slides and the slides were detailed ","No aspect","No aspect ","No aspect ",,,,,
398,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","4","4","5","5","3","4","4","3","3","3","4","4","4","4","Urinary system ","Reproduction ","None","None ",,,,,
399,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproductive system ","Urinary system ","He rushes ","Take his time ",,,,,
400,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproduction ","Urinary system ","None","All is good ",,,,,
401,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproduction ","Urinary system ","None","All is good ",,,,,
402,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproduction ","Urinary system ","None","All is good ",,,,,
403,"Prince Osei-Sarfo","5166","Theology","TMBC 204 Old Testament Wisdom and Morality","First Semester","7","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Reproduction ","none","More tests",,,,,
404,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproduction ","Urinary system ","None","All is good ",,,,,
405,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproduction ","Urinary system ","None","All is good ",,,,,
406,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproduction ","Urinary system ","None","All is good ",,,,,
407,"Prince Osei-Sarfo","5166","Theology","TMBC 204 Old Testament Wisdom and Morality","First Semester","7","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","Reproduction ","none","More tests",,,,,
408,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproduction ","Urinary system ","None","All is good ",,,,,
409,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The diagrams","None ","None ","If the speakers and microphones were working properly ",,,,,
410,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","4","4","5","Learning about the human body","Too much technical terms","Too much technical terms ","More video and pictorial based ",,,,,
411,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
412,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
413,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
414,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","In person","Urinary","Online lectures ","His exams questions are too hard. ",,,,,
415,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
416,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
417,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
418,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
419,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
420,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
421,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
422,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
423,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
424,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
425,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
426,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
427,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
428,"David Mintah","5159","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Diagrams ","None ","None ","If the speakers and microphones were working properly ",,,,,
429,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","none","none","More tests",,,,,
430,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
431,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","none","none","More tests",,,,,
432,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
433,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproductive system","Urinary system","Fluid electrolyte","The online class does not help",,,,,
434,"Peace Mawunyo Doe","5287","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","None ","None because she’s the best ","All is good ",,,,,
435,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproductive","Urinary ","Urinary","The slides are too many",,,,,
436,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","2","2","5","5","3","3","4","5","5","3","2","5","5","3","Reproduction system","Urinary system","Urinary system ","More explanation ",,,,,
437,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproductive system","Urinary system","Fluid electrolyte","The online class does not help",,,,,
438,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","4","5","5","The lab sessions ","The theory ","A lot information ","More quizzes will be welcomed ",,,,,
439,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","3","4","5","4","3","5","5","5","5","5","5","5","5","All courses ","None ","He is very fast","Slow down for average students ",,,,,
440,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","4","4","4","4","4","4","4","4","4","4","4","4","4","4","The urinary tract system ","The urinary tract system ","The number of slides ","Slow down when teaching ",,,,,
441,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The practical aspects","None","None ","If we had projector in the lab",,,,,
442,"Kwabena Oteng-Boahen","5254","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","3","3","5","Learning about the human body","Too much technical terms","Too much technical terms ","More video and pictorial based ",,,,,
443,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Reproductive system ","Urinary system ","None","None",,,,,
444,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Lymphatic System","None","None","Keep his work up ",,,,,
445,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","First Semester","256","5","5","5","5","5","5","5","5","4","5","5","5","5","5","Reproductive system ","Urinary system ","None ","Keep encouraging us to do our best ",,,,,
446,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Every thing was helpful","Mounting","Mounting","She should keep it up",,,,,
447,"Anthony Sarfo","5269","Pharmaceutical Sciences","PHAD144 Human Anatomy & Physiology Practical II (Alpha & Beta)","Second Semester","256","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The reproductive system and the urinary tract system ","None ","None","Everything is okay ",,,,,
448,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
449,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Every thing was helpful","Mounting","Mounting","She should keep it up",,,,,
450,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
451,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
